1p.prs	1p.pst	3p.prs	3p.pst
p.ɚ.v.eɪ	p.ɚ.v.eɪ.d	p.ɚ.v.eɪ.z	p.ɚ.v.eɪ.d
p.ʊ.ʃ	p.ʊ.ʃ.t	p.ʊ.ʃ.ə.z	p.ʊ.ʃ.t
b.ə.t.ɹ.eɪ	b.ə.t.ɹ.eɪ.d	b.ə.t.ɹ.eɪ.z	b.ə.t.ɹ.eɪ.d
b.ɛ.t.ɚ	b.ɛ.t.ɚ.d	b.ɛ.t.ɚ.z	b.ɛ.t.ɚ.d
b.ə.w.ɪ.l.d.ɚ	b.ə.w.ɪ.l.d.ɚ.d	b.ə.w.ɪ.l.d.ɚ.z	b.ə.w.ɪ.l.d.ɚ.d
p.ʊ.s.i.f.ʊ.t	p.ʊ.s.i.f.ʊ.t.ə.d	p.ʊ.s.i.f.ʊ.t.s	p.ʊ.s.i.f.ʊ.t.ə.d
b.ɪ.k.ɚ	b.ɪ.k.ɚ.d	b.ɪ.k.ɚ.z	b.ɪ.k.ɚ.d
b.aɪ.s.ə.k.ə.l	b.aɪ.s.ə.k.ə.l.d	b.aɪ.s.ə.k.ə.l.z	b.aɪ.s.ə.k.ə.l.d
p.ʌ.t	p.ʌ.t.ə.d	p.ʌ.t.s	p.ʌ.t.ə.d
p.ʌ.z.ə.l	p.ʌ.z.ə.l.d	p.ʌ.z.ə.l.z	p.ʌ.z.ə.l.d
b.aɪ.k	b.aɪ.k.t	b.aɪ.k.s	b.aɪ.k.t
b.ɪ.l	b.ɪ.l.d	b.ɪ.l.z	b.ɪ.l.d
b.ɪ.l.oʊ	b.ɪ.l.oʊ.d	b.ɪ.l.oʊ.z	b.ɪ.l.oʊ.d
k.w.ɑ.l.ə.f.aɪ	k.w.ɑ.l.ə.f.aɪ.d	k.w.ɑ.l.ə.f.aɪ.z	k.w.ɑ.l.ə.f.aɪ.d
k.w.ɔ.ɹ.ə.n.t.i.n	k.w.ɔ.ɹ.ə.n.t.i.n.d	k.w.ɔ.ɹ.ə.n.t.i.n.z	k.w.ɔ.ɹ.ə.n.t.i.n.d
k.w.eɪ.v.ɚ	k.w.eɪ.v.ɚ.d	k.w.eɪ.v.ɚ.z	k.w.eɪ.v.ɚ.d
k.w.ɛ.s.tʃ.ə.n	k.w.ɛ.s.tʃ.ə.n.d	k.w.ɛ.s.tʃ.ə.n.z	k.w.ɛ.s.tʃ.ə.n.d
b.l.æ.k	b.l.æ.k.t	b.l.æ.k.s	b.l.æ.k.t
k.w.ɪ.k.ə.n	k.w.ɪ.k.ə.n.d	k.w.ɪ.k.ə.n.z	k.w.ɪ.k.ə.n.d
b.l.æ.k.ə.n	b.l.æ.k.ə.n.d	b.l.æ.k.ə.n.z	b.l.æ.k.ə.n.d
k.w.aɪ.ə.t	k.w.aɪ.ə.t.ə.d	k.w.aɪ.ə.t.s	k.w.aɪ.ə.t.ə.d
k.w.ɪ.l.t	k.w.ɪ.l.t.ə.d	k.w.ɪ.l.t.s	k.w.ɪ.l.t.ə.d
k.w.ɪ.p	k.w.ɪ.p.t	k.w.ɪ.p.s	k.w.ɪ.p.t
b.l.eɪ.m	b.l.eɪ.m.d	b.l.eɪ.m.z	b.l.eɪ.m.d
k.w.ɪ.z	k.w.ɪ.z.d	k.w.ɪ.z.ə.z	k.w.ɪ.z.d
b.l.æ.ŋ.k.ə.t	b.l.æ.ŋ.k.ə.t.ə.d	b.l.æ.ŋ.k.ə.t.s	b.l.æ.ŋ.k.ə.t.ə.d
b.l.ɛ.ɹ	b.l.ɛ.ɹ.d	b.l.ɛ.ɹ.z	b.l.ɛ.ɹ.d
k.w.oʊ.t	k.w.oʊ.t.ə.d	k.w.oʊ.t.s	k.w.oʊ.t.ə.d
b.l.æ.s.t	b.l.æ.s.t.ə.d	b.l.æ.s.t.s	b.l.æ.s.t.ə.d
b.l.eɪ.z	b.l.eɪ.z.d	b.l.eɪ.z.ə.z	b.l.eɪ.z.d
b.l.eɪ.z	b.l.eɪ.z.d	b.l.eɪ.z.ə.z	b.l.eɪ.z.d
ɹ.eɪ.s	ɹ.eɪ.s.t	ɹ.eɪ.s.ə.z	ɹ.eɪ.s.t
b.l.ɛ.m.ə.ʃ	b.l.ɛ.m.ə.ʃ.t	b.l.ɛ.m.ə.ʃ.ə.z	b.l.ɛ.m.ə.ʃ.t
b.l.ɛ.n.d	b.l.ɛ.n.d.ə.d	b.l.ɛ.n.d.z	b.l.ɛ.n.d.ə.d
b.l.ɛ.s	b.l.ɛ.s.t	b.l.ɛ.s.ə.z	b.l.ɛ.s.t
ɹ.æ.k	ɹ.æ.k.t	ɹ.æ.k.s	ɹ.æ.k.t
b.l.aɪ.n.d	b.l.aɪ.n.d.ə.d	b.l.aɪ.n.d.z	b.l.aɪ.n.d.ə.d
ɹ.eɪ.d.i.eɪ.t	ɹ.eɪ.d.i.eɪ.t.ə.d	ɹ.eɪ.d.i.eɪ.t.s	ɹ.eɪ.d.i.eɪ.t.ə.d
b.l.ɪ.ŋ.k	b.l.ɪ.ŋ.k.t	b.l.ɪ.ŋ.k.s	b.l.ɪ.ŋ.k.t
ɹ.eɪ.d.i.oʊ	ɹ.eɪ.d.i.oʊ.d	ɹ.eɪ.d.i.oʊ.z	ɹ.eɪ.d.i.oʊ.d
b.l.ɪ.s.t.ɚ	b.l.ɪ.s.t.ɚ.d	b.l.ɪ.s.t.ɚ.z	b.l.ɪ.s.t.ɚ.d
b.l.ɪ.t.s	b.l.ɪ.t.s.t	b.l.ɪ.t.s.ə.z	b.l.ɪ.t.s.t
b.l.oʊ.t	b.l.oʊ.t.ə.d	b.l.oʊ.t.s	b.l.oʊ.t.ə.d
b.l.ɑ.k	b.l.ɑ.k.t	b.l.ɑ.k.s	b.l.ɑ.k.t
b.l.ɑ.k.eɪ.d	b.l.ɑ.k.eɪ.d.ə.d	b.l.ɑ.k.eɪ.d.z	b.l.ɑ.k.eɪ.d.ə.d
ɹ.æ.f.t	ɹ.æ.f.t.ə.d	ɹ.æ.f.t.s	ɹ.æ.f.t.ə.d
ɹ.eɪ.dʒ	ɹ.eɪ.dʒ.d	ɹ.eɪ.dʒ.ə.z	ɹ.eɪ.dʒ.d
b.l.ʌ.d	b.l.ʌ.d.ə.d	b.l.ʌ.d.z	b.l.ʌ.d.ə.d
ɹ.eɪ.d	ɹ.eɪ.d.ə.d	ɹ.eɪ.d.z	ɹ.eɪ.d.ə.d
ɹ.eɪ.l	ɹ.eɪ.l.d	ɹ.eɪ.l.z	ɹ.eɪ.l.d
ɹ.eɪ.l.ɹ.oʊ.d	ɹ.eɪ.l.ɹ.oʊ.d.ə.d	ɹ.eɪ.l.ɹ.oʊ.d.z	ɹ.eɪ.l.ɹ.oʊ.d.ə.d
ɹ.eɪ.n	ɹ.eɪ.n.d	ɹ.eɪ.n.z	ɹ.eɪ.n.d
b.l.u.m	b.l.u.m.d	b.l.u.m.z	b.l.u.m.d
ɹ.eɪ.z	ɹ.eɪ.z.d	ɹ.eɪ.z.ə.z	ɹ.eɪ.z.d
b.l.ɑ.s.ə.m	b.l.ɑ.s.ə.m.d	b.l.ɑ.s.ə.m.z	b.l.ɑ.s.ə.m.d
ɹ.eɪ.k	ɹ.eɪ.k.t	ɹ.eɪ.k.s	ɹ.eɪ.k.t
b.l.ɑ.t	b.l.ɑ.t.ə.d	b.l.ɑ.t.s	b.l.ɑ.t.ə.d
ɹ.æ.l.i	ɹ.æ.l.i.d	ɹ.æ.l.i.z	ɹ.æ.l.i.d
ɹ.æ.m	ɹ.æ.m.d	ɹ.æ.m.z	ɹ.æ.m.d
ɹ.æ.m.p.eɪ.dʒ	ɹ.æ.m.p.eɪ.dʒ.d	ɹ.æ.m.p.eɪ.dʒ.ə.z	ɹ.æ.m.p.eɪ.dʒ.d
b.l.u	b.l.u.d	b.l.u.z	b.l.u.d
ɹ.eɪ.n.dʒ	ɹ.eɪ.n.dʒ.d	ɹ.eɪ.n.dʒ.ə.z	ɹ.eɪ.n.dʒ.d
ɹ.æ.ŋ.k	ɹ.æ.ŋ.k.t	ɹ.æ.ŋ.k.s	ɹ.æ.ŋ.k.t
ɹ.æ.ŋ.k.ə.l	ɹ.æ.ŋ.k.ə.l.d	ɹ.æ.ŋ.k.ə.l.z	ɹ.æ.ŋ.k.ə.l.d
b.l.ʌ.f	b.l.ʌ.f.t	b.l.ʌ.f.s	b.l.ʌ.f.t
b.l.ʌ.n.d.ɚ	b.l.ʌ.n.d.ɚ.d	b.l.ʌ.n.d.ɚ.z	b.l.ʌ.n.d.ɚ.d
ɹ.æ.p	ɹ.æ.p.t	ɹ.æ.p.s	ɹ.æ.p.t
b.l.ʌ.n.t	b.l.ʌ.n.t.ə.d	b.l.ʌ.n.t.s	b.l.ʌ.n.t.ə.d
ɹ.eɪ.p	ɹ.eɪ.p.t	ɹ.eɪ.p.s	ɹ.eɪ.p.t
b.l.ɚ	b.l.ɚ.d	b.l.ɚ.z	b.l.ɚ.d
b.l.ʌ.ʃ	b.l.ʌ.ʃ.t	b.l.ʌ.ʃ.ə.z	b.l.ʌ.ʃ.t
b.ɔ.ɹ.d	b.ɔ.ɹ.d.ə.d	b.ɔ.ɹ.d.z	b.ɔ.ɹ.d.ə.d
b.oʊ.s.t	b.oʊ.s.t.ə.d	b.oʊ.s.t.s	b.oʊ.s.t.ə.d
b.oʊ.t	b.oʊ.t.ə.d	b.oʊ.t.s	b.oʊ.t.ə.d
ɹ.æ.s.p	ɹ.æ.s.p.t	ɹ.æ.s.p.s	ɹ.æ.s.p.t
ɹ.eɪ.t	ɹ.eɪ.t.ə.d	ɹ.eɪ.t.s	ɹ.eɪ.t.ə.d
ɹ.æ.t.ə.f.aɪ	ɹ.æ.t.ə.f.aɪ.d	ɹ.æ.t.ə.f.aɪ.z	ɹ.æ.t.ə.f.aɪ.d
ɹ.æ.ʃ.ə.n	ɹ.æ.ʃ.ə.n.d	ɹ.æ.ʃ.ə.n.z	ɹ.æ.ʃ.ə.n.d
ɹ.æ.t.ə.l	ɹ.æ.t.ə.l.d	ɹ.æ.t.ə.l.z	ɹ.æ.t.ə.l.d
b.ɑ.g.ə.l	b.ɑ.g.ə.l.d	b.ɑ.g.ə.l.z	b.ɑ.g.ə.l.d
b.ɔɪ.l	b.ɔɪ.l.d	b.ɔɪ.l.z	b.ɔɪ.l.d
ɹ.æ.v.ə.dʒ	ɹ.æ.v.ə.dʒ.d	ɹ.æ.v.ə.dʒ.ə.z	ɹ.æ.v.ə.dʒ.d
ɹ.eɪ.v	ɹ.eɪ.v.d	ɹ.eɪ.v.z	ɹ.eɪ.v.d
ɹ.eɪ	ɹ.eɪ.d	ɹ.eɪ.z	ɹ.eɪ.d
b.oʊ.l.s.t.ɚ	b.oʊ.l.s.t.ɚ.d	b.oʊ.l.s.t.ɚ.z	b.oʊ.l.s.t.ɚ.d
b.oʊ.l.t	b.oʊ.l.t.ə.d	b.oʊ.l.t.s	b.oʊ.l.t.ə.d
b.ɑ.m	b.ɑ.m.d	b.ɑ.m.z	b.ɑ.m.d
ɹ.i.tʃ	ɹ.i.tʃ.t	ɹ.i.tʃ.ə.z	ɹ.i.tʃ.t
ɹ.i.æ.k.t	ɹ.i.æ.k.t.ə.d	ɹ.i.æ.k.t.s	ɹ.i.æ.k.t.ə.d
b.ɑ.n.d	b.ɑ.n.d.ə.d	b.ɑ.n.d.z	b.ɑ.n.d.ə.d
b.oʊ.n	b.oʊ.n.d	b.oʊ.n.z	b.oʊ.n.d
ɹ.ɛ.d.i	ɹ.ɛ.d.i.d	ɹ.ɛ.d.i.z	ɹ.ɛ.d.i.d
ɹ.i.ə.f.ɚ.m	ɹ.i.ə.f.ɚ.m.d	ɹ.i.ə.f.ɚ.m.z	ɹ.i.ə.f.ɚ.m.d
b.u	b.u.d	b.u.z	b.u.d
ɹ.i.ə.l.aɪ.z	ɹ.i.ə.l.aɪ.z.d	ɹ.i.ə.l.aɪ.z.ə.z	ɹ.i.ə.l.aɪ.z.d
b.ʊ.k	b.ʊ.k.t	b.ʊ.k.s	b.ʊ.k.t
ɹ.i.p	ɹ.i.p.t	ɹ.i.p.s	ɹ.i.p.t
ɹ.i.ə.p.ɪ.ɹ	ɹ.i.ə.p.ɪ.ɹ.d	ɹ.i.ə.p.ɪ.ɹ.z	ɹ.i.ə.p.ɪ.ɹ.d
ɹ.ɪ.ɹ	ɹ.ɪ.ɹ.d	ɹ.ɪ.ɹ.z	ɹ.ɪ.ɹ.d
ɹ.i.z.ə.n	ɹ.i.z.ə.n.d	ɹ.i.z.ə.n.z	ɹ.i.z.ə.n.d
b.u.m	b.u.m.d	b.u.m.z	b.u.m.d
ɹ.i.ə.ʃ.ʊ.ɹ	ɹ.i.ə.ʃ.ʊ.ɹ.d	ɹ.i.ə.ʃ.ʊ.ɹ.z	ɹ.i.ə.ʃ.ʊ.ɹ.d
b.u.s.t	b.u.s.t.ə.d	b.u.s.t.s	b.u.s.t.ə.d
b.u.t	b.u.t.ə.d	b.u.t.s	b.u.t.ə.d
ɹ.i.b.aʊ.n.d	ɹ.i.b.aʊ.n.d.ə.d	ɹ.i.b.aʊ.n.d.z	ɹ.i.b.aʊ.n.d.ə.d
ɹ.i.k.æ.p	ɹ.i.k.æ.p.t	ɹ.i.k.æ.p.s	ɹ.i.k.æ.p.t
ɹ.i.k.æ.p	ɹ.i.k.æ.p.t	ɹ.i.k.æ.p.s	ɹ.i.k.æ.p.t
b.ɔ.ɹ.d.ɚ	b.ɔ.ɹ.d.ɚ.d	b.ɔ.ɹ.d.ɚ.z	b.ɔ.ɹ.d.ɚ.d
ɹ.ə.s.i.v	ɹ.ə.s.i.v.d	ɹ.ə.s.i.v.z	ɹ.ə.s.i.v.d
b.ɔ.ɹ	b.ɔ.ɹ.d	b.ɔ.ɹ.z	b.ɔ.ɹ.d
b.ɑ.ɹ.oʊ	b.ɑ.ɹ.oʊ.d	b.ɑ.ɹ.oʊ.z	b.ɑ.ɹ.oʊ.d
ɹ.ə.s.ɪ.p.ɹ.ə.k.eɪ.t	ɹ.ə.s.ɪ.p.ɹ.ə.k.eɪ.t.ə.d	ɹ.ə.s.ɪ.p.ɹ.ə.k.eɪ.t.s	ɹ.ə.s.ɪ.p.ɹ.ə.k.eɪ.t.ə.d
b.ɑ.ð.ɚ	b.ɑ.ð.ɚ.d	b.ɑ.ð.ɚ.z	b.ɑ.ð.ɚ.d
ɹ.ɛ.k.ə.n	ɹ.ɛ.k.ə.n.d	ɹ.ɛ.k.ə.n.z	ɹ.ɛ.k.ə.n.d
b.ɑ.t.ə.l	b.ɑ.t.ə.l.d	b.ɑ.t.ə.l.z	b.ɑ.t.ə.l.d
ɹ.ə.k.l.aɪ.n	ɹ.ə.k.l.aɪ.n.d	ɹ.ə.k.l.aɪ.n.z	ɹ.ə.k.l.aɪ.n.d
ɹ.ɛ.k.ə.g.n.aɪ.z	ɹ.ɛ.k.ə.g.n.aɪ.z.d	ɹ.ɛ.k.ə.g.n.aɪ.z.ə.z	ɹ.ɛ.k.ə.g.n.aɪ.z.d
ɹ.i.k.ɔɪ.l	ɹ.i.k.ɔɪ.l.d	ɹ.i.k.ɔɪ.l.z	ɹ.i.k.ɔɪ.l.d
ɹ.ɛ.k.ə.l.ɛ.k.t	ɹ.ɛ.k.ə.l.ɛ.k.t.ə.d	ɹ.ɛ.k.ə.l.ɛ.k.t.s	ɹ.ɛ.k.ə.l.ɛ.k.t.ə.d
ɹ.ɛ.k.ə.m.ɛ.n.d	ɹ.ɛ.k.ə.m.ɛ.n.d.ə.d	ɹ.ɛ.k.ə.m.ɛ.n.d.z	ɹ.ɛ.k.ə.m.ɛ.n.d.ə.d
b.aʊ.n.s	b.aʊ.n.s.t	b.aʊ.n.s.ə.z	b.aʊ.n.s.t
ɹ.ɛ.k.ə.n.s.aɪ.l	ɹ.ɛ.k.ə.n.s.aɪ.l.d	ɹ.ɛ.k.ə.n.s.aɪ.l.z	ɹ.ɛ.k.ə.n.s.aɪ.l.d
b.aʊ.n.d	b.aʊ.n.d.ə.d	b.aʊ.n.d.z	b.aʊ.n.d.ə.d
ɹ.ə.k.ɔ.ɹ.d	ɹ.ə.k.ɔ.ɹ.d.ə.d	ɹ.ə.k.ɔ.ɹ.d.z	ɹ.ə.k.ɔ.ɹ.d.ə.d
ɹ.ə.k.u.p	ɹ.ə.k.u.p.t	ɹ.ə.k.u.p.s	ɹ.ə.k.u.p.t
ɹ.ə.k.ʌ.v.ɚ	ɹ.ə.k.ʌ.v.ɚ.d	ɹ.ə.k.ʌ.v.ɚ.z	ɹ.ə.k.ʌ.v.ɚ.d
ɹ.ɛ.k.ɹ.i.eɪ.t	ɹ.ɛ.k.ɹ.i.eɪ.t.ə.d	ɹ.ɛ.k.ɹ.i.eɪ.t.s	ɹ.ɛ.k.ɹ.i.eɪ.t.ə.d
b.aʊ	b.aʊ.d	b.aʊ.z	b.aʊ.d
b.aʊ	b.aʊ.d	b.aʊ.z	b.aʊ.d
b.aʊ	b.aʊ.d	b.aʊ.z	b.aʊ.d
ɹ.ə.k.ɹ.u.t	ɹ.ə.k.ɹ.u.t.ə.d	ɹ.ə.k.ɹ.u.t.s	ɹ.ə.k.ɹ.u.t.ə.d
b.oʊ.l	b.oʊ.l.d	b.oʊ.l.z	b.oʊ.l.d
ɹ.ɛ.k.t.ə.f.aɪ	ɹ.ɛ.k.t.ə.f.aɪ.d	ɹ.ɛ.k.t.ə.f.aɪ.z	ɹ.ɛ.k.t.ə.f.aɪ.d
ɹ.ə.k.u.p.ɚ.eɪ.t	ɹ.ə.k.u.p.ɚ.eɪ.t.ə.d	ɹ.ə.k.u.p.ɚ.eɪ.t.s	ɹ.ə.k.u.p.ɚ.eɪ.t.ə.d
ɹ.i.s.aɪ.k.ə.l	ɹ.i.s.aɪ.k.ə.l.d	ɹ.i.s.aɪ.k.ə.l.z	ɹ.i.s.aɪ.k.ə.l.d
b.ɑ.k.s	b.ɑ.k.s.t	b.ɑ.k.s.ə.z	b.ɑ.k.s.t
b.ɑ.k.s	b.ɑ.k.s.t	b.ɑ.k.s.ə.z	b.ɑ.k.s.t
b.ɔɪ.k.ɑ.t	b.ɔɪ.k.ɑ.t.ə.d	b.ɔɪ.k.ɑ.t.s	b.ɔɪ.k.ɑ.t.ə.d
ɹ.ə.d.i.m	ɹ.ə.d.i.m.d	ɹ.ə.d.i.m.z	ɹ.ə.d.i.m.d
b.ɹ.eɪ.s	b.ɹ.eɪ.s.t	b.ɹ.eɪ.s.ə.z	b.ɹ.eɪ.s.t
b.ɹ.æ.g	b.ɹ.æ.g.d	b.ɹ.æ.g.z	b.ɹ.æ.g.d
b.ɹ.eɪ.d	b.ɹ.eɪ.d.ə.d	b.ɹ.eɪ.d.z	b.ɹ.eɪ.d.ə.d
b.ɹ.eɪ.n	b.ɹ.eɪ.n.d	b.ɹ.eɪ.n.z	b.ɹ.eɪ.n.d
ɹ.ə.d.u.s	ɹ.ə.d.u.s.t	ɹ.ə.d.u.s.ə.z	ɹ.ə.d.u.s.t
b.ɹ.eɪ.n.w.ɑ.ʃ	b.ɹ.eɪ.n.w.ɑ.ʃ.t	b.ɹ.eɪ.n.w.ɑ.ʃ.ə.z	b.ɹ.eɪ.n.w.ɑ.ʃ.t
b.ɹ.eɪ.k	b.ɹ.eɪ.k.t	b.ɹ.eɪ.k.s	b.ɹ.eɪ.k.t
b.ɹ.æ.n.tʃ	b.ɹ.æ.n.tʃ.t	b.ɹ.æ.n.tʃ.ə.z	b.ɹ.æ.n.tʃ.t
b.ɹ.æ.n.d	b.ɹ.æ.n.d.ə.d	b.ɹ.æ.n.d.z	b.ɹ.æ.n.d.ə.d
b.ɹ.æ.n.d.ə.ʃ	b.ɹ.æ.n.d.ə.ʃ.t	b.ɹ.æ.n.d.ə.ʃ.ə.z	b.ɹ.æ.n.d.ə.ʃ.t
ɹ.i.l	ɹ.i.l.d	ɹ.i.l.z	ɹ.i.l.d
b.ɹ.eɪ.v	b.ɹ.eɪ.v.d	b.ɹ.eɪ.v.z	b.ɹ.eɪ.v.d
ɹ.ə.f.aɪ.n	ɹ.ə.f.aɪ.n.d	ɹ.ə.f.aɪ.n.z	ɹ.ə.f.aɪ.n.d
ɹ.ə.f.l.ɛ.k.t	ɹ.ə.f.l.ɛ.k.t.ə.d	ɹ.ə.f.l.ɛ.k.t.s	ɹ.ə.f.l.ɛ.k.t.ə.d
b.ɹ.i.tʃ	b.ɹ.i.tʃ.t	b.ɹ.i.tʃ.ə.z	b.ɹ.i.tʃ.t
ɹ.ə.f.ɔ.ɹ.m	ɹ.ə.f.ɔ.ɹ.m.d	ɹ.ə.f.ɔ.ɹ.m.z	ɹ.ə.f.ɔ.ɹ.m.d
ɹ.ə.f.ɹ.eɪ.n	ɹ.ə.f.ɹ.eɪ.n.d	ɹ.ə.f.ɹ.eɪ.n.z	ɹ.ə.f.ɹ.eɪ.n.d
ɹ.ə.f.ʌ.n.d	ɹ.ə.f.ʌ.n.d.ə.d	ɹ.ə.f.ʌ.n.d.z	ɹ.ə.f.ʌ.n.d.ə.d
ɹ.ə.f.j.u.z	ɹ.ə.f.j.u.z.d	ɹ.ə.f.j.u.z.ə.z	ɹ.ə.f.j.u.z.d
b.ɹ.ɛ.s.t	b.ɹ.ɛ.s.t.ə.d	b.ɹ.ɛ.s.t.s	b.ɹ.ɛ.s.t.ə.d
ɹ.ə.f.j.u.t	ɹ.ə.f.j.u.t.ə.d	ɹ.ə.f.j.u.t.s	ɹ.ə.f.j.u.t.ə.d
ɹ.ə.g.ɑ.ɹ.d	ɹ.ə.g.ɑ.ɹ.d.ə.d	ɹ.ə.g.ɑ.ɹ.d.z	ɹ.ə.g.ɑ.ɹ.d.ə.d
b.ɹ.i.ð	b.ɹ.i.ð.d	b.ɹ.i.ð.z	b.ɹ.i.ð.d
b.ɹ.i.z	b.ɹ.i.z.d	b.ɹ.i.z.ə.z	b.ɹ.i.z.d
ɹ.ɛ.dʒ.ə.s.t.ɚ	ɹ.ɛ.dʒ.ə.s.t.ɚ.d	ɹ.ɛ.dʒ.ə.s.t.ɚ.z	ɹ.ɛ.dʒ.ə.s.t.ɚ.d
b.ɹ.u	b.ɹ.u.d	b.ɹ.u.z	b.ɹ.u.d
ɹ.ə.g.ɹ.ɛ.t	ɹ.ə.g.ɹ.ɛ.t.ə.d	ɹ.ə.g.ɹ.ɛ.t.s	ɹ.ə.g.ɹ.ɛ.t.ə.d
b.ɹ.aɪ.b	b.ɹ.aɪ.b.d	b.ɹ.aɪ.b.z	b.ɹ.aɪ.b.d
ɹ.ɛ.g.j.ə.l.eɪ.t	ɹ.ɛ.g.j.ə.l.eɪ.t.ə.d	ɹ.ɛ.g.j.ə.l.eɪ.t.s	ɹ.ɛ.g.j.ə.l.eɪ.t.ə.d
b.ɹ.ɪ.dʒ	b.ɹ.ɪ.dʒ.d	b.ɹ.ɪ.dʒ.ə.z	b.ɹ.ɪ.dʒ.d
ɹ.i.h.ɚ.s	ɹ.i.h.ɚ.s.t	ɹ.i.h.ɚ.s.ə.z	ɹ.i.h.ɚ.s.t
ɹ.eɪ.n	ɹ.eɪ.n.d	ɹ.eɪ.n.z	ɹ.eɪ.n.d
ɹ.i.ə.m.b.ɚ.s	ɹ.i.ə.m.b.ɚ.s.t	ɹ.i.ə.m.b.ɚ.s.ə.z	ɹ.i.ə.m.b.ɚ.s.t
b.ɹ.i.f	b.ɹ.i.f.t	b.ɹ.i.f.s	b.ɹ.i.f.t
ɹ.eɪ.n	ɹ.eɪ.n.d	ɹ.eɪ.n.z	ɹ.eɪ.n.d
ɹ.i.ə.n.f.ɔ.ɹ.s	ɹ.i.ə.n.f.ɔ.ɹ.s.t	ɹ.i.ə.n.f.ɔ.ɹ.s.ə.z	ɹ.i.ə.n.f.ɔ.ɹ.s.t
b.ɹ.aɪ.t.ə.n	b.ɹ.aɪ.t.ə.n.d	b.ɹ.aɪ.t.ə.n.z	b.ɹ.aɪ.t.ə.n.d
ɹ.ə.dʒ.ɛ.k.t	ɹ.ə.dʒ.ɛ.k.t.ə.d	ɹ.ə.dʒ.ɛ.k.t.s	ɹ.ə.dʒ.ɛ.k.t.ə.d
ɹ.i.dʒ.ɔɪ.n	ɹ.i.dʒ.ɔɪ.n.d	ɹ.i.dʒ.ɔɪ.n.z	ɹ.i.dʒ.ɔɪ.n.d
ɹ.i.dʒ.ɔɪ.n	ɹ.i.dʒ.ɔɪ.n.d	ɹ.i.dʒ.ɔɪ.n.z	ɹ.i.dʒ.ɔɪ.n.d
ɹ.ə.dʒ.u.v.ə.n.eɪ.t	ɹ.ə.dʒ.u.v.ə.n.eɪ.t.ə.d	ɹ.ə.dʒ.u.v.ə.n.eɪ.t.s	ɹ.ə.dʒ.u.v.ə.n.eɪ.t.ə.d
ɹ.i.l.æ.p.s	ɹ.i.l.æ.p.s.t	ɹ.i.l.æ.p.s.ə.z	ɹ.i.l.æ.p.s.t
ɹ.ə.l.eɪ.t	ɹ.ə.l.eɪ.t.ə.d	ɹ.ə.l.eɪ.t.s	ɹ.ə.l.eɪ.t.ə.d
ɹ.ə.l.æ.k.s	ɹ.ə.l.æ.k.s.t	ɹ.ə.l.æ.k.s.ə.z	ɹ.ə.l.æ.k.s.t
ɹ.i.l.eɪ	ɹ.i.l.eɪ.d	ɹ.i.l.eɪ.z	ɹ.i.l.eɪ.d
b.ɹ.ɪ.s.ə.l	b.ɹ.ɪ.s.ə.l.d	b.ɹ.ɪ.s.ə.l.z	b.ɹ.ɪ.s.ə.l.d
b.ɹ.oʊ.tʃ	b.ɹ.oʊ.tʃ.t	b.ɹ.oʊ.tʃ.ə.z	b.ɹ.oʊ.tʃ.t
ɹ.ə.l.ɪ.ŋ.k.w.ə.ʃ	ɹ.ə.l.ɪ.ŋ.k.w.ə.ʃ.t	ɹ.ə.l.ɪ.ŋ.k.w.ə.ʃ.ə.z	ɹ.ə.l.ɪ.ŋ.k.w.ə.ʃ.t
b.ɹ.ɔ.d.ə.n	b.ɹ.ɔ.d.ə.n.d	b.ɹ.ɔ.d.ə.n.z	b.ɹ.ɔ.d.ə.n.d
ɹ.ɛ.l.ə.ʃ	ɹ.ɛ.l.ə.ʃ.t	ɹ.ɛ.l.ə.ʃ.ə.z	ɹ.ɛ.l.ə.ʃ.t
ɹ.i.l.oʊ.d	ɹ.i.l.oʊ.d.ə.d	ɹ.i.l.oʊ.d.z	ɹ.i.l.oʊ.d.ə.d
ɹ.ə.m.eɪ.n	ɹ.ə.m.eɪ.n.d	ɹ.ə.m.eɪ.n.z	ɹ.ə.m.eɪ.n.d
ɹ.ə.m.ɑ.ɹ.k	ɹ.ə.m.ɑ.ɹ.k.t	ɹ.ə.m.ɑ.ɹ.k.s	ɹ.ə.m.ɑ.ɹ.k.t
ɹ.ɛ.m.ə.d.i	ɹ.ɛ.m.ə.d.i.d	ɹ.ɛ.m.ə.d.i.z	ɹ.ɛ.m.ə.d.i.d
ɹ.ə.m.ɛ.m.b.ɚ	ɹ.ə.m.ɛ.m.b.ɚ.d	ɹ.ə.m.ɛ.m.b.ɚ.z	ɹ.ə.m.ɛ.m.b.ɚ.d
ɹ.i.m.aɪ.n.d	ɹ.i.m.aɪ.n.d.ə.d	ɹ.i.m.aɪ.n.d.z	ɹ.i.m.aɪ.n.d.ə.d
ɹ.ɛ.m.ə.n.ɪ.s	ɹ.ɛ.m.ə.n.ɪ.s.t	ɹ.ɛ.m.ə.n.ɪ.s.ə.z	ɹ.ɛ.m.ə.n.ɪ.s.t
b.ɹ.ɑ.n.z	b.ɹ.ɑ.n.z.d	b.ɹ.ɑ.n.z.ə.z	b.ɹ.ɑ.n.z.d
