1p.prs	1p.pst	3p.prs	3p.pst
s.t.ɹ.ɪ.ŋ	s.t.ɹ.ʌ.ŋ	s.t.ɹ.ɪ.ŋ.z	s.t.ɹ.ʌ.ŋ
s.t.ɹ.ɪ.p	s.t.ɹ.ɪ.p.t	s.t.ɹ.ɪ.p.s	s.t.ɹ.ɪ.p.t
d.aɪ.ʌ.g.n.oʊ.s	d.aɪ.ʌ.g.n.oʊ.s.t	d.aɪ.ʌ.g.n.oʊ.s.i.z	d.aɪ.ʌ.g.n.oʊ.s.t
s.t.ɹ.aɪ.v	s.t.ɹ.oʊ.v	s.t.ɹ.aɪ.v.z	s.t.ɹ.oʊ.v
s.t.ɹ.oʊ.k	s.t.ɹ.oʊ.k.t	s.t.ɹ.oʊ.k.s	s.t.ɹ.oʊ.k.t
s.t.ɹ.oʊ.l	s.t.ɹ.oʊ.l.d	s.t.ɹ.oʊ.l.z	s.t.ɹ.oʊ.l.d
s.t.ɹ.ʌ.k.tʃ.ɚ	s.t.ɹ.ʌ.k.tʃ.ɚ.d	s.t.ɹ.ʌ.k.tʃ.ɚ.z	s.t.ɹ.ʌ.k.tʃ.ɚ.d
s.t.ɹ.ʌ.g.ʌ.l	s.t.ɹ.ʌ.g.ʌ.l.d	s.t.ɹ.ʌ.g.ʌ.l.z	s.t.ɹ.ʌ.g.ʌ.l.d
s.t.ʌ.b	s.t.ʌ.b.d	s.t.ʌ.b.z	s.t.ʌ.b.d
d.ɪ.k.ɚ	d.ɪ.k.ɚ.d	d.ɪ.k.ɚ.z	d.ɪ.k.ɚ.d
d.ɪ.k.t.eɪ.t	d.ɪ.k.t.eɪ.t.ɪ.d	d.ɪ.k.t.eɪ.t.s	d.ɪ.k.t.eɪ.t.ɪ.d
s.t.ʌ.d	s.t.ʌ.d.ɪ.d	s.t.ʌ.d.z	s.t.ʌ.d.ɪ.d
d.aɪ	d.aɪ.d	d.aɪ.z	d.aɪ.d
s.t.ʌ.d.i	s.t.ʌ.d.i.d	s.t.ʌ.d.i.z	s.t.ʌ.d.i.d
s.t.ʌ.f	s.t.ʌ.f.t	s.t.ʌ.f.s	s.t.ʌ.f.t
s.t.ʌ.m.b.ʌ.l	s.t.ʌ.m.b.ʌ.l.d	s.t.ʌ.m.b.ʌ.l.z	s.t.ʌ.m.b.ʌ.l.d
s.t.ʌ.m.p	s.t.ʌ.m.p.t	s.t.ʌ.m.p.s	s.t.ʌ.m.p.t
d.ɪ.f.ɚ	d.ɪ.f.ɚ.d	d.ɪ.f.ɚ.z	d.ɪ.f.ɚ.d
s.t.ʌ.n	s.t.ʌ.n.d	s.t.ʌ.n.z	s.t.ʌ.n.d
d.ɪ.f.ɚ.ɛ.n.ʃ.i.eɪ.t	d.ɪ.f.ɚ.ɛ.n.ʃ.i.eɪ.t.ɪ.d	d.ɪ.f.ɚ.ɛ.n.ʃ.i.eɪ.t.s	d.ɪ.f.ɚ.ɛ.n.ʃ.i.eɪ.t.ɪ.d
s.t.ʌ.n.t	s.t.ʌ.n.t.ɪ.d	s.t.ʌ.n.t.s	s.t.ʌ.n.t.ɪ.d
d.ɪ.f.j.u.s	d.ɪ.f.j.u.z.d	d.ɪ.f.j.u.z.ʌ.z	d.ɪ.f.j.u.z.d
d.ɪ.g	d.ʌ.g	d.ɪ.g.z	d.ʌ.g
d.aɪ.dʒ.ɛ.s.t	d.aɪ.dʒ.ɛ.s.t.ɪ.d	d.aɪ.dʒ.ɛ.s.t.s	d.aɪ.dʒ.ɛ.s.t.ɪ.d
s.t.aɪ.l	s.t.aɪ.l.d	s.t.aɪ.l.z	s.t.aɪ.l.d
s.t.aɪ.m.i	s.t.aɪ.m.i.d	s.t.aɪ.m.i.z	s.t.aɪ.m.i.d
d.aɪ.g.ɹ.ɛ.s	d.aɪ.g.ɹ.ɛ.s.t	d.aɪ.g.ɹ.ɛ.s.ɪ.z	d.aɪ.g.ɹ.ɛ.s.t
s.ʌ.b	s.ʌ.b.d	s.ʌ.b.z	s.ʌ.b.d
s.ʌ.b.k.ɑ.n.t.ɹ.æ.k.t	s.ʌ.b.k.ɑ.n.t.ɹ.æ.k.t.ɪ.d	s.ʌ.b.k.ɑ.n.t.ɹ.æ.k.t.s	s.ʌ.b.k.ɑ.n.t.ɹ.æ.k.t.ɪ.d
d.aɪ.l.u.t	d.aɪ.l.u.t.ʌ.d	d.aɪ.l.u.t.s	d.aɪ.l.u.t.ʌ.d
d.ɪ.m	d.ɪ.m.d	d.ɪ.m.z	d.ɪ.m.d
d.ɪ.m.ɪ.n.ɪ.ʃ	d.ɪ.m.ɪ.n.ɪ.ʃ.t	d.ɪ.m.ɪ.n.ɪ.ʃ.ɪ.z	d.ɪ.m.ɪ.n.ɪ.ʃ.t
s.ʌ.b.dʒ.ɛ.k.t	s.ʌ.b.dʒ.ɛ.k.t.ɪ.d	s.ʌ.b.dʒ.ɪ.k.t.s	s.ʌ.b.dʒ.ɛ.k.t.ɪ.d
d.ɪ.m.p.ʌ.l	d.ɪ.m.p.ʌ.l.d	d.ɪ.m.p.ʌ.l.z	d.ɪ.m.p.ʌ.l.d
d.aɪ.n	d.aɪ.n.d	d.aɪ.n.z	d.aɪ.n.d
s.ʌ.b.m.ɪ.t	s.ʌ.b.m.ɪ.t.ʌ.d	s.ʌ.b.m.ɪ.t.s	s.ʌ.b.m.ɪ.t.ʌ.d
s.ʌ.b.ɔ.ɹ.d.ʌ.n.eɪ.t	s.ʌ.b.ɔ.ɹ.d.ʌ.n.eɪ.t.ɪ.d	s.ʌ.b.ɔ.ɹ.d.ʌ.n.eɪ.t.s	s.ʌ.b.ɔ.ɹ.d.ʌ.n.eɪ.t.ɪ.d
d.ɪ.p	d.ɪ.p.t	d.ɪ.p.s	d.ɪ.p.t
s.ʌ.p.i.n.ʌ	s.ʌ.p.i.n.ʌ.d	s.ʌ.p.i.n.ʌ.z	s.ʌ.p.i.n.ʌ.d
s.ʌ.b.s.k.ɹ.aɪ.b	s.ʌ.b.s.k.ɹ.aɪ.b.d	s.ʌ.b.s.k.ɹ.aɪ.b.z	s.ʌ.b.s.k.ɹ.aɪ.b.d
d.ɚ.ɛ.k.t	d.ɚ.ɛ.k.t.ʌ.d	d.ɚ.ɛ.k.t.s	d.ɚ.ɛ.k.t.ʌ.d
s.ʌ.b.s.aɪ.d	s.ʌ.b.s.aɪ.d.ɪ.d	s.ʌ.b.s.aɪ.d.z	s.ʌ.b.s.aɪ.d.ɪ.d
s.ʌ.b.s.ɪ.d.aɪ.z	s.ʌ.b.s.ɪ.d.aɪ.z.d	s.ʌ.b.s.ɪ.d.aɪ.z.ɪ.z	s.ʌ.b.s.ɪ.d.aɪ.z.d
s.ʌ.b.s.t.æ.n.tʃ.i.eɪ.t	s.ʌ.b.s.t.æ.n.ʃ.i.eɪ.t.ɪ.d	s.ʌ.b.s.t.æ.n.tʃ.i.eɪ.t.s	s.ʌ.b.s.t.æ.n.ʃ.i.eɪ.t.ɪ.d
s.ʌ.b.s.t.ʌ.t.u.t	s.ʌ.b.s.t.ʌ.t.u.t.ʌ.d	s.ʌ.b.s.t.ʌ.t.u.t.s	s.ʌ.b.s.t.ʌ.t.u.t.ʌ.d
d.ɪ.s.eɪ.b.ʌ.l	d.ɪ.s.eɪ.b.ʌ.l.d	d.ɪ.s.eɪ.b.ʌ.l.z	d.ɪ.s.eɪ.b.ʌ.l.d
d.ɪ.s.ʌ.b.j.u.s	d.ɪ.s.ʌ.b.j.u.z.d	d.ɪ.s.ʌ.b.j.u.s.ɪ.z	d.ɪ.s.ʌ.b.j.u.z.d
d.ɪ.s.ʌ.g.ɹ.i	d.ɪ.s.ʌ.g.ɹ.i.d	d.ɪ.s.ʌ.g.ɹ.i.z	d.ɪ.s.ʌ.g.ɹ.i.d
d.ɪ.s.ʌ.p.ɪ.ɹ	d.ɪ.s.ʌ.p.ɪ.ɹ.d	d.ɪ.s.ʌ.p.ɪ.ɹ.z	d.ɪ.s.ʌ.p.ɪ.ɹ.d
s.ʌ.b.v.ɚ.t	s.ʌ.b.v.ɚ.t.ɪ.d	s.ʌ.b.v.ɚ.t.s	s.ʌ.b.v.ɚ.t.ɪ.d
d.ɪ.s.ʌ.p.ɔɪ.n.t	d.ɪ.s.ʌ.p.ɔɪ.n.t.ɪ.d	d.ɪ.s.ʌ.p.ɔɪ.n.t.s	d.ɪ.s.ʌ.p.ɔɪ.n.t.ɪ.d
s.ʌ.k.s.i.d	s.ʌ.k.s.i.d.ʌ.d	s.ʌ.k.s.i.d.z	s.ʌ.k.s.i.d.ʌ.d
d.ɪ.s.ʌ.p.ɹ.u.v	d.ɪ.s.ʌ.p.ɹ.u.v.d	d.ɪ.s.ʌ.p.ɹ.u.v.z	d.ɪ.s.ʌ.p.ɹ.u.v.d
s.ʌ.k.ʌ.m	s.ʌ.k.ʌ.m.d	s.ʌ.k.ʌ.m.z	s.ʌ.k.ʌ.m.d
s.ʌ.k	s.ʌ.k.t	s.ʌ.k.s	s.ʌ.k.t
d.ɪ.s.k.ɑ.ɹ.d	d.ɪ.s.k.ɑ.ɹ.d.ɪ.d	d.ɪ.s.k.ɑ.ɹ.d.z	d.ɪ.s.k.ɑ.ɹ.d.ɪ.d
d.ɪ.s.ɚ.n	d.ɪ.s.ɚ.n.d	d.ɪ.s.ɚ.n.z	d.ɪ.s.ɚ.n.d
s.u	s.u.d	s.u.z	s.u.d
s.ʌ.f.ɚ	s.ʌ.f.ɚ.d	s.ʌ.f.ɚ.z	s.ʌ.f.ɚ.d
d.ɪ.s.tʃ.ɑ.ɹ.dʒ	d.ɪ.s.tʃ.ɑ.ɹ.dʒ.d	d.ɪ.s.tʃ.ɑ.ɹ.dʒ.ʌ.z	d.ɪ.s.tʃ.ɑ.ɹ.dʒ.d
s.ʌ.f.aɪ.s	s.ʌ.f.aɪ.s.t	s.ʌ.f.aɪ.s.ɪ.z	s.ʌ.f.aɪ.s.t
d.ɪ.s.ʌ.p.l.ʌ.n	d.ɪ.s.ʌ.p.l.ʌ.n.d	d.ɪ.s.ʌ.p.l.ʌ.n.z	d.ɪ.s.ʌ.p.l.ʌ.n.d
d.ɪ.s.k.l.eɪ.m	d.ɪ.s.k.l.eɪ.m.d	d.ɪ.s.k.l.eɪ.m.z	d.ɪ.s.k.l.eɪ.m.d
d.ɪ.s.k.l.oʊ.z	d.ɪ.s.k.l.oʊ.z.d	d.ɪ.s.k.l.oʊ.z.ɪ.z	d.ɪ.s.k.l.oʊ.z.d
s.ʌ.f.j.u.z	s.ʌ.f.j.u.z.d	s.ʌ.f.j.u.z.ɪ.z	s.ʌ.f.j.u.z.d
ʃ.ʊ.g.ɚ	ʃ.ʊ.g.ɚ.d	ʃ.ʊ.g.ɚ.z	ʃ.ʊ.g.ɚ.d
d.ɪ.s.k.ʌ.n.ɛ.k.t	d.ɪ.s.k.ʌ.n.ɛ.k.t.ɪ.d	d.ɪ.s.k.ʌ.n.ɛ.k.t.s	d.ɪ.s.k.ʌ.n.ɛ.k.t.ɪ.d
s.ʌ.dʒ.ɛ.s.t	s.ʌ.dʒ.ɛ.s.t.ʌ.d	s.ʌ.dʒ.ɛ.s.t.s	s.ʌ.dʒ.ɛ.s.t.ʌ.d
d.ɪ.s.k.ʌ.n.t.ɛ.n.t	d.ɪ.s.k.ʌ.n.t.ɛ.n.t.ɪ.d	d.ɪ.s.k.ʌ.n.t.ɛ.n.t.s	d.ɪ.s.k.ʌ.n.t.ɛ.n.t.ɪ.d
s.u.t	s.u.t.ʌ.d	s.u.t.s	s.u.t.ʌ.d
d.ɪ.s.k.aʊ.n.t	d.ɪ.s.k.aʊ.n.t.ɪ.d	d.ɪ.s.k.aʊ.n.t.s	d.ɪ.s.k.aʊ.n.t.ɪ.d
d.ɪ.s.k.ɚ.ɪ.dʒ	d.ɪ.s.k.ɚ.ɪ.dʒ.d	d.ɪ.s.k.ɚ.ɪ.dʒ.ɪ.z	d.ɪ.s.k.ɚ.ɪ.dʒ.d
d.ɪ.s.k.ʌ.v.ɚ	d.ɪ.s.k.ʌ.v.ɚ.d	d.ɪ.s.k.ʌ.v.ɚ.z	d.ɪ.s.k.ʌ.v.ɚ.d
d.ɪ.s.k.ɹ.ɛ.d.ʌ.t	d.ɪ.s.k.ɹ.ɛ.d.ɪ.t.ɪ.d	d.ɪ.s.k.ɹ.ɛ.d.ʌ.t.s	d.ɪ.s.k.ɹ.ɛ.d.ɪ.t.ɪ.d
d.ɪ.s.k.ɹ.ɪ.m.ʌ.n.eɪ.t	d.ɪ.s.k.ɹ.ɪ.m.ʌ.n.eɪ.t.ʌ.d	d.ɪ.s.k.ɹ.ɪ.m.ʌ.n.eɪ.t.s	d.ɪ.s.k.ɹ.ɪ.m.ʌ.n.eɪ.t.ʌ.d
s.ʌ.m.ɚ.aɪ.z	s.ʌ.m.ɚ.aɪ.z.d	s.ʌ.m.ɚ.aɪ.z.ɪ.z	s.ʌ.m.ɚ.aɪ.z.d
d.ɪ.s.k.ʌ.s	d.ɪ.s.k.ʌ.s.t	d.ɪ.s.k.ʌ.s.ʌ.z	d.ɪ.s.k.ʌ.s.t
d.ɪ.s.d.eɪ.n	d.ɪ.s.d.eɪ.n.d	d.ɪ.s.d.eɪ.n.z	d.ɪ.s.d.eɪ.n.d
s.ʌ.m.ʌ.n	s.ʌ.m.ʌ.n.d	s.ʌ.m.ʌ.n.z	s.ʌ.m.ʌ.n.d
s.ʌ.m.ʌ.n.z	s.ʌ.m.ʌ.n.z.d	s.ʌ.m.ʌ.n.z.ɪ.z	s.ʌ.m.ʌ.n.z.d
d.ɪ.s.g.aɪ.z	d.ɪ.s.g.aɪ.z.d	d.ɪ.s.g.aɪ.z.ɪ.z	d.ɪ.s.g.aɪ.z.d
d.ɪ.s.g.ʌ.s.t	d.ɪ.s.g.ʌ.s.t.ʌ.d	d.ɪ.s.g.ʌ.s.t.s	d.ɪ.s.g.ʌ.s.t.ʌ.d
d.ɪ.ʃ	d.ɪ.ʃ.t	d.ɪ.ʃ.ʌ.z	d.ɪ.ʃ.t
d.ɪ.s.ɪ.n.t.ʌ.g.ɹ.eɪ.t	d.ɪ.s.ɪ.n.t.ʌ.g.ɹ.eɪ.t.ɪ.d	d.ɪ.s.ɪ.n.t.ʌ.g.ɹ.eɪ.t.s	d.ɪ.s.ɪ.n.t.ʌ.g.ɹ.eɪ.t.ɪ.d
d.ɪ.s.l.aɪ.k	d.ɪ.s.l.aɪ.k.t	d.ɪ.s.l.aɪ.k.s	d.ɪ.s.l.aɪ.k.t
d.ɪ.s.m.æ.n.t.ʌ.l	d.ɪ.s.m.æ.n.t.ʌ.l.d	d.ɪ.s.m.æ.n.t.ʌ.l.z	d.ɪ.s.m.æ.n.t.ʌ.l.d
d.ɪ.s.m.eɪ	d.ɪ.s.m.eɪ.d	d.ɪ.s.m.eɪ.z	d.ɪ.s.m.eɪ.d
d.ɪ.s.m.ɪ.s	d.ɪ.s.m.ɪ.s.t	d.ɪ.s.m.ɪ.s.ɪ.z	d.ɪ.s.m.ɪ.s.t
s.u.p.ɚ.s.i.d	s.u.p.ɚ.s.i.d.ʌ.d	s.u.p.ɚ.s.i.d.z	s.u.p.ɚ.s.i.d.ʌ.d
d.ɪ.s.ɔ.ɹ.d.ɚ	d.ɪ.s.ɔ.ɹ.d.ɚ.d	d.ɪ.s.ɔ.ɹ.d.ɚ.z	d.ɪ.s.ɔ.ɹ.d.ɚ.d
s.u.p.ɚ.v.aɪ.z	s.u.p.ɚ.v.aɪ.z.d	s.u.p.ɚ.v.aɪ.z.ɪ.z	s.u.p.ɚ.v.aɪ.z.d
d.ɪ.s.p.ɛ.ɹ.ɪ.dʒ	d.ɪ.s.p.ɛ.ɹ.ɪ.dʒ.d	d.ɪ.s.p.ɛ.ɹ.ɪ.dʒ.ɪ.z	d.ɪ.s.p.ɛ.ɹ.ɪ.dʒ.d
s.ʌ.p.l.æ.n.t	s.ʌ.p.l.æ.n.t.ʌ.d	s.ʌ.p.l.æ.n.t.s	s.ʌ.p.l.æ.n.t.ʌ.d
s.ʌ.p.l.ʌ.m.ʌ.n.t	s.ʌ.p.l.ʌ.m.ɛ.n.t.ɪ.d	s.ʌ.p.l.ʌ.m.ɛ.n.t.s	s.ʌ.p.l.ʌ.m.ɛ.n.t.ɪ.d
d.ɪ.s.p.æ.tʃ	d.ɪ.s.p.æ.tʃ.t	d.ɪ.s.p.æ.tʃ.ɪ.z	d.ɪ.s.p.æ.tʃ.t
d.ɪ.s.p.ɛ.l	d.ɪ.s.p.ɛ.l.d	d.ɪ.s.p.ɛ.l.z	d.ɪ.s.p.ɛ.l.d
s.ʌ.p.l.aɪ	s.ʌ.p.l.aɪ.d	s.ʌ.p.l.aɪ.z	s.ʌ.p.l.aɪ.d
d.ɪ.s.p.ɛ.n.s	d.ɪ.s.p.ɛ.n.s.t	d.ɪ.s.p.ɛ.n.s.ɪ.z	d.ɪ.s.p.ɛ.n.s.t
s.ʌ.p.ɔ.ɹ.t	s.ʌ.p.ɔ.ɹ.t.ʌ.d	s.ʌ.p.ɔ.ɹ.t.s	s.ʌ.p.ɔ.ɹ.t.ʌ.d
s.ʌ.p.oʊ.z	s.ʌ.p.oʊ.z.d	s.ʌ.p.oʊ.z.ɪ.z	s.ʌ.p.oʊ.z.d
d.ɪ.s.p.l.eɪ.s	d.ɪ.s.p.l.eɪ.s.t	d.ɪ.s.p.l.eɪ.s.ɪ.z	d.ɪ.s.p.l.eɪ.s.t
s.ʌ.p.ɹ.ɛ.s	s.ʌ.p.ɹ.ɛ.s.t	s.ʌ.p.ɹ.ɛ.s.ɪ.z	s.ʌ.p.ɹ.ɛ.s.t
d.ɪ.s.p.l.eɪ	d.ɪ.s.p.l.eɪ.d	d.ɪ.s.p.l.eɪ.z	d.ɪ.s.p.l.eɪ.d
d.ɪ.s.p.oʊ.z	d.ɪ.s.p.oʊ.z.d	d.ɪ.s.p.oʊ.z.ɪ.z	d.ɪ.s.p.oʊ.z.d
d.ɪ.s.p.ɹ.u.v	d.ɪ.s.p.ɹ.u.v.d	d.ɪ.s.p.ɹ.u.v.z	d.ɪ.s.p.ɹ.u.v.d
d.ɪ.s.p.j.u.t	d.ɪ.s.p.j.u.t.ʌ.d	d.ɪ.s.p.j.u.t.s	d.ɪ.s.p.j.u.t.ʌ.d
d.ɪ.s.k.w.ɑ.l.ʌ.f.aɪ	d.ɪ.s.k.w.ɑ.l.ʌ.f.aɪ.d	d.ɪ.s.k.w.ɑ.l.ʌ.f.aɪ.z	d.ɪ.s.k.w.ɑ.l.ʌ.f.aɪ.d
s.ɚ.f.ʌ.s	s.ɚ.f.ɪ.s.t	s.ɚ.f.ʌ.s.ʌ.z	s.ɚ.f.ɪ.s.t
d.ɪ.s.ɹ.ɪ.g.ɑ.ɹ.d	d.ɪ.s.ɹ.ɪ.g.ɑ.ɹ.d.ɪ.d	d.ɪ.s.ɹ.ɪ.g.ɑ.ɹ.d.z	d.ɪ.s.ɹ.ɪ.g.ɑ.ɹ.d.ɪ.d
s.ɚ.dʒ	s.ɚ.dʒ.d	s.ɚ.dʒ.ʌ.z	s.ɚ.dʒ.d
d.ɪ.s.ɹ.ʌ.p.t	d.ɪ.s.ɹ.ʌ.p.t.ɪ.d	d.ɪ.s.ɹ.ʌ.p.t.s	d.ɪ.s.ɹ.ʌ.p.t.ɪ.d
s.ɚ.m.aɪ.z	s.ɚ.m.aɪ.z.d	s.ɚ.m.aɪ.z.ɪ.z	s.ɚ.m.aɪ.z.d
d.aɪ.s.ɛ.k.t	d.aɪ.s.ɛ.k.t.ʌ.d	d.aɪ.s.ɛ.k.t.s	d.aɪ.s.ɛ.k.t.ʌ.d
s.ɚ.p.æ.s	s.ɚ.p.æ.s.t	s.ɚ.p.æ.s.ɪ.z	s.ɚ.p.æ.s.t
d.ɪ.s.ɛ.m.ʌ.n.eɪ.t	d.ɪ.s.ɛ.m.ʌ.n.eɪ.t.ʌ.d	d.ɪ.s.ɛ.m.ʌ.n.eɪ.t.s	d.ɪ.s.ɛ.m.ʌ.n.eɪ.t.ʌ.d
d.ɪ.s.ɛ.n.t	d.ɪ.s.ɛ.n.t.ɪ.d	d.ɪ.s.ɛ.n.t.s	d.ɪ.s.ɛ.n.t.ɪ.d
s.ɚ.p.ɹ.aɪ.z	s.ɚ.p.ɹ.aɪ.z.d	s.ɚ.p.ɹ.aɪ.z.ɪ.z	s.ɚ.p.ɹ.aɪ.z.d
s.ɚ.ɛ.n.d.ɚ	s.ɚ.ɛ.n.d.ɚ.d	s.ɚ.ɛ.n.d.ɚ.z	s.ɚ.ɛ.n.d.ɚ.d
d.ɪ.s.ʌ.p.eɪ.t	d.ɪ.s.ʌ.p.eɪ.t.ɪ.d	d.ɪ.s.ʌ.p.eɪ.t.s	d.ɪ.s.ʌ.p.eɪ.t.ɪ.d
s.ɚ.aʊ.n.d	s.ɚ.aʊ.n.d.ʌ.d	s.ɚ.aʊ.n.d.z	s.ɚ.aʊ.n.d.ʌ.d
d.ɪ.z.ɑ.l.v	d.ɪ.z.ɑ.l.v.d	d.ɪ.z.ɑ.l.v.z	d.ɪ.z.ɑ.l.v.d
s.ɚ.v.eɪ	s.ɚ.v.eɪ.d	s.ɚ.v.eɪ.z	s.ɚ.v.eɪ.d
s.ɚ.v.aɪ.v	s.ɚ.v.aɪ.v.d	s.ɚ.v.aɪ.v.z	s.ɚ.v.aɪ.v.d
d.ɪ.s.t.ʌ.n.s	d.ɪ.s.t.ʌ.n.s.t	d.ɪ.s.t.ʌ.n.s.ʌ.z	d.ɪ.s.t.ʌ.n.s.t
s.ʌ.s.p.ɛ.k.t	s.ʌ.s.p.ɛ.k.t.ʌ.d	s.ʌ.s.p.ɛ.k.t.s	s.ʌ.s.p.ɛ.k.t.ʌ.d
s.ʌ.s.p.ɛ.n.d	s.ʌ.s.p.ɛ.n.d.ʌ.d	s.ʌ.s.p.ɛ.n.d.z	s.ʌ.s.p.ɛ.n.d.ʌ.d
s.ʌ.s.t.eɪ.n	s.ʌ.s.t.eɪ.n.d	s.ʌ.s.t.eɪ.n.z	s.ʌ.s.t.eɪ.n.d
d.ɪ.s.t.ɪ.ŋ.g.w.ɪ.ʃ	d.ɪ.s.t.ɪ.ŋ.g.w.ɪ.ʃ.t	d.ɪ.s.t.ɪ.ŋ.g.w.ɪ.ʃ.ɪ.z	d.ɪ.s.t.ɪ.ŋ.g.w.ɪ.ʃ.t
d.ɪ.s.t.ɔ.ɹ.t	d.ɪ.s.t.ɔ.ɹ.t.ʌ.d	d.ɪ.s.t.ɔ.ɹ.t.s	d.ɪ.s.t.ɔ.ɹ.t.ʌ.d
d.ɪ.s.t.ɹ.æ.k.t	d.ɪ.s.t.ɹ.æ.k.t.ʌ.d	d.ɪ.s.t.ɹ.æ.k.t.s	d.ɪ.s.t.ɹ.æ.k.t.ʌ.d
d.ɪ.s.t.ɹ.ɛ.s	d.ɪ.s.t.ɹ.ɛ.s.t	d.ɪ.s.t.ɹ.ɛ.s.ɪ.z	d.ɪ.s.t.ɹ.ɛ.s.t
s.w.ɑ.l.oʊ	s.w.ɑ.l.oʊ.d	s.w.ɑ.l.oʊ.z	s.w.ɑ.l.oʊ.d
d.ɪ.s.t.ɹ.ɪ.b.j.u.t	d.ɪ.s.t.ɹ.ɪ.b.j.ʌ.t.ʌ.d	d.ɪ.s.t.ɹ.ɪ.b.j.u.t.s	d.ɪ.s.t.ɹ.ɪ.b.j.ʌ.t.ʌ.d
s.w.ɑ.m.p	s.w.ɔ.m.p.t	s.w.ɑ.m.p.s	s.w.ɔ.m.p.t
d.ɪ.s.t.ɹ.ʌ.s.t	d.ɪ.s.t.ɹ.ʌ.s.t.ʌ.d	d.ɪ.s.t.ɹ.ʌ.s.t.s	d.ɪ.s.t.ɹ.ʌ.s.t.ʌ.d
d.ɪ.s.t.ɚ.b	d.ɪ.s.t.ɚ.b.d	d.ɪ.s.t.ɚ.b.z	d.ɪ.s.t.ɚ.b.d
s.w.ɑ.p	s.w.ɑ.p.t	s.w.ɑ.p.s	s.w.ɑ.p.t
s.w.ɔ.ɹ.m	s.w.ɔ.ɹ.m.d	s.w.ɔ.ɹ.m.z	s.w.ɔ.ɹ.m.d
d.ɪ.tʃ	d.ɪ.tʃ.t	d.ɪ.tʃ.ʌ.z	d.ɪ.tʃ.t
s.w.eɪ	s.w.eɪ.d	s.w.eɪ.z	s.w.eɪ.d
s.w.ɛ.ɹ	s.w.ɔ.ɹ	s.w.ɛ.ɹ.z	s.w.ɔ.ɹ
d.aɪ.v	d.aɪ.v.d	d.aɪ.v.z	d.aɪ.v.d
d.ɪ.v.ɚ.dʒ	d.aɪ.v.ɚ.dʒ.d	d.aɪ.v.ɚ.dʒ.ɪ.z	d.aɪ.v.ɚ.dʒ.d
s.w.ɛ.t	s.w.ɛ.t.ɪ.d	s.w.ɛ.t.s	s.w.ɛ.t.ɪ.d
d.aɪ.v.ɚ.t	d.aɪ.v.ɚ.t.ɪ.d	d.aɪ.v.ɚ.t.s	d.aɪ.v.ɚ.t.ɪ.d
s.w.i.p	s.w.ɛ.p.t	s.w.i.p.s	s.w.ɛ.p.t
d.ɪ.v.aɪ.d	d.ɪ.v.aɪ.d.ɪ.d	d.ɪ.v.aɪ.d.z	d.ɪ.v.aɪ.d.ɪ.d
s.w.i.t.ʌ.n	s.w.i.t.ʌ.n.d	s.w.i.t.ʌ.n.z	s.w.i.t.ʌ.n.d
s.w.ɛ.l	s.w.ɛ.l.d	s.w.ɛ.l.z	s.w.ɛ.l.d
d.ɪ.v.ɔ.ɹ.s	d.ɪ.v.ɔ.ɹ.s.t	d.ɪ.v.ɔ.ɹ.s.ɪ.z	d.ɪ.v.ɔ.ɹ.s.t
s.w.ɛ.l.t.ɚ	s.w.ɛ.l.t.ɚ.d	s.w.ɛ.l.t.ɚ.z	s.w.ɛ.l.t.ɚ.d
s.w.ɪ.m	s.w.æ.m	s.w.ɪ.m.z	s.w.æ.m
d.u	d.ɪ.d	d.ʌ.z	d.ɪ.d
s.w.ɪ.n.d.ʌ.l	s.w.ɪ.n.d.ʌ.l.d	s.w.ɪ.n.d.ʌ.l.z	s.w.ɪ.n.d.ʌ.l.d
d.ɑ.k	d.ɑ.k.t	d.ɑ.k.s	d.ɑ.k.t
d.ɑ.k	d.ɑ.k.t	d.ɑ.k.s	d.ɑ.k.t
s.w.ɪ.ŋ	s.w.ʌ.ŋ	s.w.ɪ.ŋ.z	s.w.ʌ.ŋ
d.ɑ.k.t.ɚ	d.ɑ.k.t.ɚ.d	d.ɑ.k.t.ɚ.z	d.ɑ.k.t.ɚ.d
s.w.aɪ.p	s.w.aɪ.p.t	s.w.aɪ.p.s	s.w.aɪ.p.t
s.w.ɚ.l	s.w.ɚ.l.d	s.w.ɚ.l.z	s.w.ɚ.l.d
s.w.ɪ.ʃ	s.w.ɪ.ʃ.t	s.w.ɪ.ʃ.ɪ.z	s.w.ɪ.ʃ.t
d.ɑ.k.j.ʌ.m.ɛ.n.t	d.ɑ.k.j.ʌ.m.ɛ.n.t.ʌ.d	d.ɑ.k.j.ʌ.m.ʌ.n.t.s	d.ɑ.k.j.ʌ.m.ɛ.n.t.ʌ.d
s.w.ɪ.tʃ	s.w.ɪ.tʃ.t	s.w.ɪ.tʃ.ʌ.z	s.w.ɪ.tʃ.t
d.ɑ.dʒ	d.ɑ.dʒ.d	d.ɑ.dʒ.ɪ.z	d.ɑ.dʒ.d
d.ɔ.g	d.ɔ.g.d	d.ɑ.g.z	d.ɔ.g.d
s.w.u.p	s.w.u.p.t	s.w.u.p.s	s.w.u.p.t
